date,product with quantity,price
11-03-2015,Axe After Shave Lotion Denim (50ml),102.00
11-03-2015,Axe Shaving Cream Denim (30g),31.00
11-03-2015,Axe Shaving Cream Denim (78g),61.00
11-03-2015,Biotique Bio Wild Grass After Shaving Gel (120ml),176.00
11-03-2015,Gillette Venus Razor (1Piece),189.00
11-03-2015,Gillette Foam Regular (418g),195.00
11-03-2015,Gillette Foam Regular (50g),56.00
11-03-2015,Gillette Fusion Power Cartridge (2 Piece),491.00
11-03-2015,Gillette Fusion Power Razor (1 Piece),342.00
11-03-2015,Gillette Fusion Proglide Power Razor (1 Piece),587.00
11-03-2015,Gillette Fusion Proglide Razor (1 Piece),489.00
11-03-2015,Gillette Guard Cartridge (3 Pieces),24.00
11-03-2015,Gillette Guard Cartridge (6 Pieces),39.00
11-03-2015,Gillette Guard Razor (1 Piece),20.50
11-03-2015,Gillette Mach3 Razor Cartridges (2 Pieces),195.00
11-03-2015,Gillette Mach3 Soothing Shave Gel (70g),106.00
11-03-2015,Gillette Mach3 Turbo Cartridges (2 Pieces),269.00
11-03-2015,Gillette Mach3 Turbo Sensitive Razor (1 Piece),146.00
11-03-2015,Gillette Series Extra Comfort Barbe Difficile Gel (196g),263.00
11-03-2015,Gillette Series Foam Pure and Sensitive (245g),224.00
11-03-2015,Gillette Series Foam Sensitive Skin (245g),224.00
11-03-2015,Gillette Series Pure & Sensitive Shave Gel (195g),293.00
11-03-2015,Gillette Series Shave Gel (195g),293.00
11-03-2015,Gillette Series Shave Gel For Sensitive Skin (25g),36.00
11-03-2015,Gillette Series Shave Gel For Sensitive Skin (80g),72.00
11-03-2015,Gillette Series Shave Gel Moisturizing (60g),72.00
11-03-2015,Gillette Series Shave Gel Ultra Comfort (80g),72.00
11-03-2015,Gillette Shave Brush (1 Piece),52.00
11-03-2015,Gillette Shave Foam Lemon (196g),147.00
11-03-2015,Gillette Shave Foam Menthol (196g),147.00
11-03-2015,Gillette Shave Foam Regular (196g),147.00
11-03-2015,Gillette Shave Foam Regular (418g),195.00
11-03-2015,Gillette Shaving Cream Regular (30g),32.00
11-03-2015,Gillette Shaving Cream Regular (70g),57.00
11-03-2015,Gillette Ultra Comfort (80g),65.00
11-03-2015,Gillette Vector Cartridge (2 Pieces),40.00
11-03-2015,Gillette Vector Razor with 1 Cartridge,43.00
11-03-2015,Gillette Vector3 Cartridge (2 Pieces),97.00
11-03-2015,Gillette Vector3 Razor With 1 Blade,87.00
11-03-2015,Gillette Venus Cartridge (4 Piece),440.00
11-03-2015,Gillette Foam Sensitive (418g),190.00
11-03-2015,Gillette Guard Cartridge (1 Piece),9.00
11-03-2015,Gillette Mach3 Razor (1 Piece),140.00
11-03-2015,Gillette Presto Razor (1 Piece),19.00
11-03-2015,Gillette Shaving Cream Lime Fresh (30g),32.00
11-03-2015,Gillette Shaving Cream Lime Fresh (70g),57.00
11-03-2015,Gillette WilKinson Sword,13.00
11-03-2015,Godrej Shaving Cream Cool Menthol  (60g+18g)30%free=(78g),57.00
11-03-2015,Godrej Shaving Cream Cool Menthol (20g),21.00
11-03-2015,Godrej Shaving Cream Lime Fresh (20g),21.00
11-03-2015,Godrej Shaving Cream Lime Fresh (60g+18g)30% free=(78g),57.00
11-03-2015,Godrej Shaving Cream Sensitive (20g),21.00
11-03-2015,Godrej Shaving Cream Sensitive (60g+18g)30%free=(78g),57.00
11-03-2015,Godrej Shaving Round (50g),21.50
11-03-2015,Nivea Men Original Extra Moisture Shaving Foam (200ml),175.00
11-03-2015,Nivea Men Originals Extra Moisture Shaving Gel (200ml),224.00
11-03-2015,Nivea Men Sensitive After Shave Lotion (100ml),195.00
11-03-2015,Nivea Men Vitalizing After Shave Lotion (100ml),195.00
11-03-2015,Old Spice After Sahve Lotion Musk (100ml),156.00
11-03-2015,Old Spice After Sahve Lotion Musk (50ml),93.00
11-03-2015,Old Spice After Shave Lotion Atomiser Original (150ml),195.00
11-03-2015,Old Spice After Shave Lotion Fresh Lime (100ml),156.00
11-03-2015,Old Spice After Shave Lotion Fresh Lime (50ml),108.00
